,0,1,2,3,4,5,6,7
0,1,1,1,1,0,0,0,0
1,1,0,0,1,1,0,1,1
2,1,0,1,1,1,1,1,1
3,0,1,0,0,1,1,1,0
4,0,1,0,1,0,0,0,0
5,1,0,1,1,0,1,0,0
6,1,1,1,1,0,0,1,1
7,0,1,0,1,1,0,1,1
8,0,1,0,0,0,1,1,1
9,0,1,0,0,0,1,1,0
10,0,1,1,0,0,1,1,1
11,0,1,1,1,0,0,1,0
12,0,1,1,1,1,1,1,0
13,1,1,1,1,1,0,1,1
14,0,0,0,0,0,0,1,1
15,0,1,1,1,0,1,0,0
16,1,1,0,1,0,1,0,0
17,1,0,1,1,0,1,0,1
18,0,1,0,1,1,1,1,0
19,1,0,1,0,0,1,0,0
20,0,0,0,0,1,0,0,1
21,1,0,0,1,0,0,1,0
22,1,1,0,0,1,1,0,1
23,1,0,1,1,1,1,1,1
24,0,1,1,0,0,1,1,0
25,0,1,0,1,1,0,1,1
26,0,0,1,0,0,1,1,1
27,1,1,1,1,0,1,1,1
28,1,0,0,0,0,0,1,1
29,0,0,0,1,1,0,1,1
30,0,1,0,1,1,0,0,0
31,0,0,0,0,0,1,0,0
32,0,1,1,1,1,0,0,1
33,1,0,1,0,0,1,1,0
34,1,0,0,0,1,0,1,1
35,1,0,1,1,1,0,1,0
36,1,0,1,1,1,1,1,1
37,0,0,1,1,0,0,1,0
38,0,0,0,1,0,0,0,1
39,1,1,1,0,0,1,1,1
40,0,1,0,1,1,1,0,1
41,0,0,1,1,0,0,1,0
42,0,1,0,0,0,0,1,0
43,1,1,1,0,1,1,0,1
44,0,0,1,0,1,1,1,0
45,1,1,1,0,1,0,1,0
