,0,1,2,3,4,5,6,7
0,1,1,1,1,1,0,1,1
1,0,1,0,0,0,0,0,1
2,0,1,0,0,0,0,1,1
3,1,1,1,0,1,0,0,0
4,1,1,1,1,0,1,0,0
5,0,0,1,0,1,1,0,0
6,0,0,0,0,1,0,0,1
7,1,0,1,0,1,1,1,0
8,1,1,0,1,1,1,1,1
9,1,1,1,0,1,1,1,0
10,0,0,0,0,1,1,1,0
11,1,1,1,1,1,1,0,1
12,1,1,0,0,1,0,0,1
13,1,0,0,1,0,1,1,1
14,0,1,0,1,0,0,1,1
15,0,1,1,1,1,1,0,0
16,1,0,1,1,0,1,0,1
17,1,0,1,0,1,0,0,1
18,1,1,1,0,1,0,1,1
19,1,1,0,1,1,1,1,1
20,0,1,1,0,1,0,1,1
21,1,0,1,1,0,0,0,0
22,1,1,0,0,0,0,1,0
23,1,0,1,0,0,1,0,0
24,0,1,0,1,0,0,1,0
25,1,1,1,1,0,1,1,1
26,0,0,1,0,1,0,0,1
27,1,1,1,1,0,0,0,0
28,1,0,1,0,0,1,0,0
29,0,0,1,0,1,1,1,0
30,0,0,1,0,0,1,1,1
31,1,1,0,1,0,1,0,0
32,0,1,0,0,0,1,0,0
33,1,1,0,1,1,1,1,0
34,1,1,1,1,0,1,1,1
35,0,1,0,1,1,1,1,0
36,0,1,0,0,1,1,1,1
37,1,0,0,1,1,0,0,0
38,1,1,0,1,1,0,0,0
39,1,1,1,0,1,0,1,1
40,1,1,1,0,1,0,0,1
41,1,1,0,0,0,1,1,1
42,1,0,0,1,0,0,1,0
43,0,1,0,1,0,1,0,0
44,0,1,0,1,1,1,0,1
45,0,0,0,0,1,0,0,1
