,0,1,2,3,4,5,6,7
0,1,1,0,1,1,0,0,1
1,0,1,0,0,1,0,1,1
2,0,0,1,1,1,0,0,1
3,1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,1
5,1,0,1,0,1,1,0,0
6,0,0,1,1,0,0,0,0
7,0,1,1,1,0,1,1,0
8,0,1,0,0,1,0,1,1
9,0,1,1,1,0,0,0,1
10,1,0,1,1,0,0,0,1
11,0,0,1,0,0,1,1,1
12,1,1,0,0,1,1,1,1
13,1,0,0,1,1,1,1,1
14,1,1,0,1,1,1,1,0
15,0,1,1,0,0,1,1,0
16,0,1,1,1,1,1,0,0
17,1,0,1,0,0,0,1,1
18,1,1,0,1,0,1,1,1
19,0,1,1,1,0,0,0,0
20,0,0,0,0,1,1,0,1
21,0,0,1,1,0,1,1,1
22,0,1,1,1,1,1,0,0
23,0,1,0,0,1,1,1,1
24,0,0,0,1,0,1,0,0
25,1,0,0,0,1,0,1,1
26,1,0,0,1,1,1,1,0
27,1,1,1,1,1,1,0,0
28,1,1,0,1,0,1,1,0
29,0,1,0,0,0,0,1,0
30,1,1,0,0,0,0,1,0
31,0,0,0,1,0,0,0,0
32,0,0,0,0,0,1,0,0
33,1,0,0,0,0,0,1,0
34,1,0,0,0,1,1,0,0
35,0,1,1,0,0,1,0,0
36,1,1,1,0,1,1,1,0
37,1,0,1,0,1,0,0,1
38,1,1,0,0,1,0,0,0
39,1,0,0,1,0,1,0,1
40,1,1,0,0,1,0,1,0
41,1,0,1,0,1,0,1,0
42,0,1,0,1,0,0,0,0
43,0,1,1,1,1,0,1,1
44,0,0,1,1,1,1,1,0
45,0,0,0,1,1,0,0,0
